GEOID,NAME,pop_totalE,whiteE,blackE,asianE,hispanicE,median_ageE,med_incomeE,age_0_9,age_10_19,age_20_29,age_30_39,age_40_49,age_50_59,age_60_69,age_70_79,age_80plus,geometry
390610217012,Block Group 2; Census Tract 217.01; Hamilton County; Ohio,684,436,220,27,0,43.5,31725,73,78,118,45,53,160,78,63,16,"list(list(c(-84.559547, -84.557848, -84.557824, -84.547811, -84.548273, -84.552027, -84.552163, -84.558183, -84.55795, -84.558886, -84.559547, 39.233244, 39.234238, 39.237614, 39.23697, 39.231497, 39.231727, 39.230287, 39.230633, 39.233144, 39.233202, 39.233244)))"
390610218013,Block Group 3; Census Tract 218.01; Hamilton County; Ohio,259,20,239,0,0,30.9,2499,0,0,0,141,0,0,116,1,1,"list(list(c(-84.559906, -84.558151, -84.557905, -84.554412, -84.549251, -84.549475, -84.554563, -84.554821, -84.560143, -84.559906, 39.218484, 39.218373, 39.22102, 39.220803, 39.220468, 39.217817, 39.21804, 39.215656, 39.215984, 39.218484)))"
390610218022,Block Group 2; Census Tract 218.02; Hamilton County; Ohio,1466,629,642,0,0,30.1,53977,383,189,151,316,39,151,155,56,26,"list(list(c(-84.573936, -84.573179, -84.569587, -84.56911, -84.568854, -84.565189, -84.560783, -84.561076, -84.559906, -84.560143, -84.560655, -84.569743, -84.570816, -84.572447, -84.572676, -84.573749, -84.573936, 39.212109, 39.212201, 39.212179, 39.219064, 39.222361, 39.222129, 39.222075, 39.218558, 39.218484, 39.215984, 39.209849, 39.210376, 39.210469, 39.209207, 39.209448, 39.210623, 39.212109)))"
390610252001,Block Group 1; Census Tract 252; Hamilton County; Ohio,1390,1159,185,0,29,37.3,34194,111,148,306,190,175,152,91,124,93,"list(list(c(-84.455334, -84.454995, -84.451716, -84.451679, -84.450742, -84.449502, -84.447648, -84.444271, -84.444318, -84.444392, -84.442943, -84.443768, -84.44722, -84.450049, -84.450016, -84.44951, -84.455421, -84.455334, 39.177229, 39.177943, 39.177677, 39.178399, 39.178613, 39.17801, 39.177598, 39.177235, 39.176684, 39.175924, 39.174635, 39.174056, 39.170548, 39.16969, 39.170418, 39.175362, 39.175731, 39.177229)))"
390610232011,Block Group 1; Census Tract 232.01; Hamilton County; Ohio,1126,1035,0,0,0,45.1,NA,99,200,112,59,184,150,120,184,18,"list(list(c(-84.444843, -84.44575, -84.444011, -84.440854, -84.440152, -84.436338, -84.436925, -84.437283, -84.439018, -84.444532, -84.447595, -84.444843, 39.231151, 39.232637, 39.235473, 39.240921, 39.240755, 39.240476, 39.228204, 39.227125, 39.224086, 39.22556, 39.226249, 39.231151)))"
390610258005,Block Group 5; Census Tract 258; Hamilton County; Ohio,424,299,105,0,79,33.6,77802,36,111,58,80,25,44,36,19,15,"list(list(c(-84.503236, -84.502893, -84.50189, -84.499486, -84.495518, -84.494493, -84.494686, -84.499486, -84.501659, -84.504501, -84.503236, 39.163423, 39.16418, 39.164987, 39.163205, 39.162563, 39.162501, 39.160568, 39.160879, 39.160985, 39.160339, 39.163423)))"
390610223023,Block Group 3; Census Tract 223.02; Hamilton County; Ohio,2464,2250,23,0,392,59.5,71387,265,166,155,172,140,359,476,451,280,"list(list(c(-84.388458, -84.38817, -84.386317, -84.38515, -84.384014, -84.380588, -84.378935, -84.370755, -84.369919, -84.362011, -84.353209, -84.354018, -84.354371, -84.356413, -84.3574, -84.360369, -84.366224, -84.368214, -84.371583, -84.382624, -84.388294, -84.388458, 39.285682, 39.287703, 39.290654, 39.293938, 39.294665, 39.294622, 39.295676, 39.294398, 39.294299, 39.293328, 39.292287, 39.284985, 39.283379, 39.280812, 39.280959, 39.281141, 39.28205, 39.282378, 39.283132, 39.285315, 39.285677, 
39.285682)))"
390610220002,Block Group 2; Census Tract 220; Hamilton County; Ohio,1504,887,457,0,47,34.5,56250,247,255,86,325,144,141,156,66,84,"list(list(c(-84.537349, -84.534414, -84.533553, -84.534137, -84.535293, -84.528017, -84.525648, -84.522608, -84.522971, -84.523413, -84.519979, -84.518749, -84.520403, -84.524065, -84.529498, -84.531545, -84.533704, -84.537386, -84.536772, -84.538044, -84.537349, 39.267239, 39.268825, 39.272077, 39.274144, 39.275389, 39.274422, 39.274134, 39.274423, 39.270986, 39.264908, 39.260014, 39.258291, 39.257122, 39.258368, 39.258377, 39.257758, 39.257526, 39.260022, 39.262687, 39.264469, 39.267239)))"
390610238002,Block Group 2; Census Tract 238; Hamilton County; Ohio,1457,695,614,0,248,33.2,39356,236,54,292,267,170,113,190,0,135,"list(list(c(-84.408254, -84.405429, -84.405195, -84.401552, -84.4013, -84.398874, -84.398537, -84.399702, -84.399364, -84.394851, -84.394927, -84.395046, -84.393777, -84.391301, -84.390484, -84.386466, -84.38757, -84.390573, -84.394639, -84.39529, -84.395468, -84.397011, -84.397412, -84.397488, -84.397195, -84.398172, -84.399447, -84.402099, -84.401999, -84.408445, -84.408254, 39.181515, 39.181297, 39.183598, 39.183294, 39.185667, 39.185529, 39.188931, 39.189013, 39.19353, 39.194073, 39.193193, 39.191956, 
39.191964, 39.192914, 39.192869, 39.192547, 39.19173, 39.187218, 39.184396, 39.18376, 39.179566, 39.175446, 39.173475, 39.173429, 39.175456, 39.175518, 39.175577, 39.177464, 39.179058, 39.179484, 39.181515)))"
390610205042,Block Group 2; Census Tract 205.04; Hamilton County; Ohio,1196,717,438,20,0,43.8,109556,177,89,127,140,203,168,116,160,16,"list(list(c(-84.608746, -84.598746, -84.579655, -84.571327, -84.571944, -84.57117, -84.57109, -84.579011, -84.58113, -84.582236, -84.58681, -84.59008, -84.592624, -84.592721, -84.594308, -84.597864, -84.598837, -84.598955, -84.601107, -84.604841, -84.607424, -84.609338, -84.608746, 39.310156, 39.308556, 39.308058, 39.308048, 39.300502, 39.298829, 39.291742, 39.291756, 39.289408, 39.288969, 39.290733, 39.290822, 39.29178, 39.293191, 39.297857, 39.299193, 39.299903, 39.302269, 39.304189, 39.305581, 
39.309084, 39.310256, 39.310156)))"
390610230013,Block Group 3; Census Tract 230.01; Hamilton County; Ohio,1985,1612,334,25,28,53.8,74702,107,218,156,267,155,360,302,176,244,"list(list(c(-84.44696, -84.439499, -84.429133, -84.410254, -84.409335, -84.401185, -84.395127, -84.391871, -84.391083, -84.37913, -84.378935, -84.380588, -84.384014, -84.38515, -84.386317, -84.390491, -84.410305, -84.415225, -84.42037, -84.447787, -84.44696, 39.300808, 39.299963, 39.298763, 39.298238, 39.297858, 39.297875, 39.297646, 39.29753, 39.297579, 39.295711, 39.295676, 39.294622, 39.294665, 39.293938, 39.290654, 39.290206, 39.28541, 39.28462, 39.284808, 39.291777, 39.300808)))"
390610216032,Block Group 2; Census Tract 216.03; Hamilton County; Ohio,2223,1041,848,14,57,37.1,65750,371,258,307,286,226,292,353,66,64,"list(list(c(-84.574633, -84.574485, -84.573406, -84.568322, -84.566853, -84.5613, -84.556908, -84.549339, -84.547559, -84.547389, -84.546878, -84.547096, -84.549753, -84.553856, -84.557186, -84.557546, -84.559135, -84.560496, -84.5621, -84.567246, -84.568524, -84.574936, -84.574633, 39.246941, 39.248769, 39.251151, 39.250884, 39.250413, 39.250271, 39.251649, 39.251274, 39.25005, 39.249844, 39.248691, 39.245195, 39.2444, 39.244085, 39.243267, 39.240911, 39.241632, 39.24145, 39.242911, 39.243198, 39.242883, 
39.243126, 39.246941)))"
390610244022,Block Group 2; Census Tract 244.02; Hamilton County; Ohio,1325,1183,0,132,41,57.2,250001,50,236,15,0,251,178,278,219,98,"list(list(c(-84.355952, -84.354762, -84.346976, -84.344899, -84.34551, -84.344172, -84.34238, -84.341113, -84.338784, -84.337671, -84.335288, -84.333447, -84.332319, -84.33114, -84.328169, -84.324771, -84.322036, -84.319018, -84.3187, -84.320028, -84.31974, -84.316076, -84.313552, -84.312411, -84.31115, -84.309356, -84.299464, -84.296099, -84.294353, -84.294942, -84.292818, -84.293051, -84.294383, -84.296109, -84.296623, -84.295901, -84.297965, -84.297992, -84.299225, -84.299718, -84.300256, -84.300525, 
-84.301005, -84.302972, -84.304332, -84.306243, -84.308959, -84.311259, -84.3351, -84.339773, -84.345404, -84.354788, -84.357295, -84.355952, 39.189953, 39.190572, 39.19369, 39.195034, 39.195742, 39.196592, 39.198871, 39.199702, 39.203316, 39.207189, 39.211093, 39.21547, 39.217439, 39.220635, 39.223664, 39.223487, 39.226046, 39.22527, 39.225009, 39.223433, 39.222216, 39.22051, 39.213055, 39.211104, 39.20963, 39.208774, 39.209061, 39.209712, 39.205395, 39.20144, 39.201181, 39.19913, 39.198611, 39.198705, 
39.194795, 39.192214, 39.178491, 39.178401, 39.177713, 39.17725, 39.176427, 39.17576, 39.17592, 39.176628, 39.1783, 39.178302, 39.179195, 39.18043, 39.182017, 39.180481, 39.180826, 39.180072, 39.180066, 39.189953)))"
390610057024,Block Group 4; Census Tract 57.02; Hamilton County; Ohio,449,305,93,19,7,47.8,53125,16,0,61,85,89,79,109,0,10,"list(list(c(-84.442943, -84.434583, -84.434486, -84.437154, -84.437763, -84.433994, -84.435744, -84.436037, -84.436636, -84.440441, -84.440388, -84.440306, -84.440068, -84.440264, -84.4401, -84.443768, -84.442943, 39.174635, 39.17947, 39.175589, 39.176153, 39.174923, 39.170827, 39.169773, 39.170267, 39.169653, 39.16795, 39.170571, 39.170628, 39.170744, 39.170887, 39.172724, 39.174056, 39.174635)))"
390610210031,Block Group 1; Census Tract 210.03; Hamilton County; Ohio,1644,1455,14,0,89,41.5,78718,251,140,221,190,302,197,242,69,32,"list(list(c(-84.636964, -84.636464, -84.635929, -84.629765, -84.629761, -84.627707, -84.637096, -84.636964, 39.15303, 39.15759, 39.15906, 39.157699, 39.157336, 39.151194, 39.151839, 39.15303)))"
390610221012,Block Group 2; Census Tract 221.01; Hamilton County; Ohio,1547,573,817,0,150,46.1,70652,97,226,129,226,217,140,376,85,51,"list(list(c(-84.528805, -84.529029, -84.527996, -84.527664, -84.52684, -84.526071, -84.526847, -84.526712, -84.528277, -84.527486, -84.525862, -84.52539, -84.520436, -84.516952, -84.511428, -84.510287, -84.509157, -84.50966, -84.514368, -84.516519, -84.517646, -84.521434, -84.522821, -84.527557, -84.529455, -84.528805, 39.24012, 39.24059, 39.2488, 39.253129, 39.252935, 39.250648, 39.24871, 39.245205, 39.244264, 39.243024, 39.243587, 39.242695, 39.242882, 39.241522, 39.243111, 39.240821, 39.238748, 
39.233396, 39.234357, 39.234369, 39.234254, 39.232165, 39.231867, 39.232771, 39.232095, 39.24012)))"
390610080002,Block Group 2; Census Tract 80; Hamilton County; Ohio,513,133,370,0,0,71.5,18594,0,0,0,0,0,69,120,264,60,"list(list(c(-84.520889, -84.520912, -84.51931, -84.513707, -84.513783, -84.511413, -84.502811, -84.500746, -84.497931, -84.493959, -84.494324, -84.491316, -84.491851, -84.494261, -84.495634, -84.498673, -84.49821, -84.502668, -84.505715, -84.506314, -84.505644, -84.507898, -84.508346, -84.509171, -84.508249, -84.508664, -84.506344, -84.50409, -84.497872, -84.501076, -84.50524, -84.506808, -84.514233, -84.520776, -84.519447, -84.520379, -84.520972, -84.520889, 39.201188, 39.201356, 39.201245, 39.202444, 
39.200853, 39.200746, 39.200144, 39.199997, 39.198221, 39.193549, 39.192142, 39.190259, 39.188906, 39.187605, 39.185514, 39.183598, 39.183252, 39.180592, 39.179766, 39.177415, 39.175378, 39.173391, 39.174192, 39.175689, 39.177597, 39.179549, 39.181291, 39.182705, 39.188013, 39.192365, 39.193806, 39.196841, 39.194739, 39.192518, 39.195621, 39.19684, 39.200269, 39.201188)))"
390610253001,Block Group 1; Census Tract 253; Hamilton County; Ohio,1060,889,169,0,26,35.5,83417,111,145,102,256,62,124,137,68,55,"list(list(c(-84.44722, -84.443768, -84.4401, -84.440264, -84.440068, -84.440306, -84.440388, -84.440441, -84.44045, -84.442027, -84.446163, -84.446957, -84.450049, -84.44722, 39.170548, 39.174056, 39.172724, 39.170887, 39.170744, 39.170628, 39.170571, 39.16795, 39.167801, 39.166874, 39.166305, 39.166223, 39.16969, 39.170548)))"
390610057022,Block Group 2; Census Tract 57.02; Hamilton County; Ohio,1656,1309,91,155,0,31.6,119070,187,202,306,366,342,141,38,56,18,"list(list(c(-84.431665, -84.431484, -84.429844, -84.42729, -84.425824, -84.42612, -84.427522, -84.426815, -84.42687, -84.424455, -84.423437, -84.424461, -84.424865, -84.425152, -84.430626, -84.432467, -84.431434, -84.432593, -84.431665, 39.175981, 39.180128, 39.180569, 39.180799, 39.180734, 39.177682, 39.177746, 39.173935, 39.171878, 39.169115, 39.167161, 39.166454, 39.166472, 39.166291, 39.167938, 39.169153, 39.170001, 39.171555, 39.175981)))"
390610088002,Block Group 2; Census Tract 88; Hamilton County; Ohio,1267,158,1002,0,80,31.7,46010,228,171,158,190,168,116,81,155,0,"list(list(c(-84.580704, -84.579154, -84.57394, -84.572305, -84.572291, -84.572683, -84.572993, -84.574428, -84.578294, -84.579565, -84.580704, 39.140674, 39.143308, 39.144698, 39.142771, 39.137848, 39.134035, 39.134044, 39.13445, 39.137971, 39.139695, 39.140674)))"
390610205043,Block Group 3; Census Tract 205.04; Hamilton County; Ohio,466,466,0,0,0,38.9,61250,78,75,9,83,32,15,110,55,9,"list(list(c(-84.630047, -84.616339, -84.609655, -84.609338, -84.607424, -84.604841, -84.601107, -84.598955, -84.598837, -84.597864, -84.594308, -84.592721, -84.592624, -84.59008, -84.588941, -84.5873, -84.586592, -84.587966, -84.587475, -84.584549, -84.581421, -84.576906, -84.576133, -84.575695, -84.573014, -84.573261, -84.582551, -84.58443, -84.585626, -84.588893, -84.589747, -84.600785, -84.600916, -84.604428, -84.604625, -84.604581, -84.602942, -84.602721, -84.60439, -84.604768, -84.605195, -84.606789, 
-84.609106, -84.614896, -84.617064, -84.61926, -84.62493, -84.63079, -84.630047, 39.312056, 39.311227, 39.310299, 39.310256, 39.309084, 39.305581, 39.304189, 39.302269, 39.299903, 39.299193, 39.297857, 39.293191, 39.29178, 39.290822, 39.288821, 39.287674, 39.286361, 39.284796, 39.283878, 39.282012, 39.281405, 39.278556, 39.278768, 39.280733, 39.280541, 39.279104, 39.272991, 39.271409, 39.270042, 39.264195, 39.263409, 39.256501, 39.256741, 39.263147, 39.264006, 39.265253, 39.268136, 39.269228, 39.277363, 
39.281141, 39.287552, 39.290058, 39.29186, 39.295229, 39.296805, 39.299068, 39.306215, 39.311978, 39.312056)))"
390610254023,Block Group 3; Census Tract 254.02; Hamilton County; Ohio,734,710,12,0,0,39.5,74896,133,12,30,218,73,121,113,34,0,"list(list(c(-84.455498, -84.451788, -84.450747, -84.451132, -84.453386, -84.45352, -84.456037, -84.455498, 39.152256, 39.152803, 39.152756, 39.149086, 39.14923, 39.147956, 39.147296, 39.152256)))"
390610239022,Block Group 2; Census Tract 239.02; Hamilton County; Ohio,1233,969,0,11,0,49.2,145288,188,105,135,97,101,189,168,139,111,"list(list(c(-84.357489, -84.354449, -84.354518, -84.350907, -84.344739, -84.349002, -84.350566, -84.351309, -84.356788, -84.358913, -84.357489, 39.245089, 39.245731, 39.248518, 39.248677, 39.249042, 39.239167, 39.239602, 39.237979, 39.237982, 39.242069, 39.245089)))"
390610038003,Block Group 3; Census Tract 38; Hamilton County; Ohio,620,244,366,10,0,36.8,71393,123,89,21,143,128,31,56,0,29,"list(list(c(-84.482831, -84.481891, -84.480856, -84.480189, -84.475275, -84.475476, -84.475602, -84.47579, -84.476507, -84.481774, -84.48211, -84.482831, 39.140272, 39.142203, 39.142912, 39.143113, 39.142787, 39.142113, 39.140011, 39.137638, 39.137089, 39.137886, 39.138968, 39.140272)))"
390610235224,Block Group 4; Census Tract 235.22; Hamilton County; Ohio,1743,1128,0,176,439,40.4,114479,223,260,190,137,367,186,303,22,55,"list(list(c(-84.405501, -84.403879, -84.40213, -84.397161, -84.394014, -84.383013, -84.377679, -84.372316, -84.368069, -84.368881, -84.369445, -84.373903, -84.376783, -84.378556, -84.378858, -84.381375, -84.380875, -84.381028, -84.38086, -84.383017, -84.385506, -84.387599, -84.389842, -84.391814, -84.391948, -84.393081, -84.397861, -84.399554, -84.405262, -84.405501, 39.222884, 39.223484, 39.224131, 39.225486, 39.225719, 39.224899, 39.225459, 39.226163, 39.225628, 39.219996, 39.218152, 39.218422, 
39.21809, 39.216799, 39.214111, 39.214341, 39.216935, 39.217322, 39.218564, 39.218875, 39.21912, 39.214904, 39.215111, 39.21515, 39.217648, 39.222183, 39.222586, 39.221857, 39.222191, 39.222884)))"
390610273002,Block Group 2; Census Tract 273; Hamilton County; Ohio,1634,1441,45,3,107,42.5,184583,285,294,34,126,269,244,244,105,33,"list(list(c(-84.32293, -84.30197, -84.302496, -84.302147, -84.301005, -84.300525, -84.300256, -84.299718, -84.299225, -84.297992, -84.297965, -84.295901, -84.296623, -84.296109, -84.294383, -84.293051, -84.292818, -84.294942, -84.294353, -84.296099, -84.295265, -84.293273, -84.292667, -84.289621, -84.286051, -84.284038, -84.282343, -84.28186, -84.276377, -84.276346, -84.278, -84.279846, -84.281757, -84.282764, -84.287042, -84.287827, -84.288385, -84.288463, -84.288932, -84.292887, -84.294596, -84.298226, 
-84.299448, -84.297821, -84.295195, -84.297429, -84.299025, -84.300117, -84.301742, -84.301828, -84.303625, -84.309243, -84.315301, -84.319001, -84.322042, -84.321538, -84.32293, 39.151902, 39.168044, 39.167884, 39.16884, 39.17592, 39.17576, 39.176427, 39.17725, 39.177713, 39.178401, 39.178491, 39.192214, 39.194795, 39.198705, 39.198611, 39.19913, 39.201181, 39.20144, 39.205395, 39.209712, 39.209948, 39.210758, 39.211036, 39.212934, 39.213597, 39.213132, 39.211788, 39.210595, 39.203873, 39.20078, 
39.196916, 39.195717, 39.194445, 39.192273, 39.188716, 39.187466, 39.18625, 39.182344, 39.181501, 39.179986, 39.178577, 39.175723, 39.173875, 39.170178, 39.166964, 39.165852, 39.165268, 39.164433, 39.159434, 39.152566, 39.15181, 39.151156, 39.149498, 39.147398, 39.146493, 39.152263, 39.151902)))"
390610261042,Block Group 2; Census Tract 261.04; Hamilton County; Ohio,2036,1965,0,0,15,41.8,50809,175,276,214,260,262,203,347,283,16,"list(list(c(-84.8095, -84.809454, -84.808876, -84.808395, -84.807929, -84.802937, -84.802051, -84.798783, -84.78965, -84.792062, -84.795958, -84.796263, -84.7964, -84.801187, -84.802254, -84.802454, -84.802882, -84.804012, -84.804448, -84.804724, -84.806094, -84.807605, -84.80946, -84.809265, -84.810608, -84.8095, 39.259373, 39.260898, 39.260982, 39.260303, 39.259969, 39.257962, 39.258805, 39.260358, 39.253155, 39.251369, 39.25367, 39.253241, 39.244406, 39.243473, 39.244351, 39.244515, 39.244728, 
39.245121, 39.245356, 39.245557, 39.246671, 39.247292, 39.247573, 39.249523, 39.253018, 39.259373)))"
390610230012,Block Group 2; Census Tract 230.01; Hamilton County; Ohio,821,368,331,115,16,35.5,NA,172,14,135,139,0,99,30,67,165,"list(list(c(-84.449433, -84.447078, -84.445993, -84.449192, -84.447787, -84.42037, -84.415225, -84.410305, -84.411558, -84.411771, -84.41293, -84.413092, -84.417292, -84.421435, -84.432658, -84.433607, -84.439712, -84.440246, -84.446467, -84.445536, -84.448132, -84.44961, -84.449433, 39.275654, 39.275562, 39.278539, 39.278796, 39.291777, 39.284808, 39.28462, 39.28541, 39.272844, 39.270216, 39.270271, 39.268362, 39.268595, 39.268834, 39.269463, 39.26459, 39.265047, 39.27027, 39.270919, 39.272655, 
39.272858, 39.272204, 39.275654)))"
390610065011,Block Group 1; Census Tract 65.01; Hamilton County; Ohio,1257,1013,212,0,0,50.5,NA,186,34,139,148,107,104,512,15,12,"list(list(c(-84.483185, -84.479889, -84.476206, -84.472159, -84.471818, -84.472068, -84.474875, -84.476377, -84.479002, -84.479955, -84.478088, -84.48114, -84.483185, 39.153641, 39.156417, 39.157442, 39.157201, 39.156152, 39.154321, 39.151419, 39.149027, 39.147493, 39.149378, 39.15055, 39.151627, 39.153641)))"
390610266001,Block Group 1; Census Tract 266; Hamilton County; Ohio,556,402,3,15,23,29.8,61895,28,140,121,71,81,70,30,2,13,"list(list(c(-84.4456719124152, -84.444257, -84.44261, -84.440561, -84.440133, -84.438166, -84.439286, -84.437405, -84.430775, -84.431987, -84.42948, -84.429934, -84.432744, -84.435205, -84.4358592728829, -84.4402401161449, -84.440642, -84.4407499022624, -84.445242, -84.4456719124152, 39.114772074837, 39.11571, 39.114533, 39.116185, 39.113597, 39.114362, 39.1172, 39.116401, 39.108611, 39.108509, 39.104296, 39.103208, 39.102061, 39.102301, 39.1027227171797, 39.1090779887223, 39.109661, 39.1097735936651, 
39.114461, 39.114772074837)))"
390610235225,Block Group 5; Census Tract 235.22; Hamilton County; Ohio,1644,1218,256,25,34,40.6,118750,222,162,210,209,275,109,170,142,145,"list(list(c(-84.377311, -84.376325, -84.374066, -84.372937, -84.371461, -84.371681, -84.36914, -84.36938, -84.372174, -84.372316, -84.377679, -84.377311, 39.228674, 39.238056, 39.237937, 39.237085, 39.235441, 39.232707, 39.23248, 39.229165, 39.229543, 39.226163, 39.225459, 39.228674)))"
390610254021,Block Group 1; Census Tract 254.02; Hamilton County; Ohio,581,466,62,21,37,30.3,58482,0,0,264,182,21,87,16,11,0,"list(list(c(-84.449781, -84.440404, -84.439804, -84.443306, -84.445956, -84.448391, -84.449781, 39.157451, 39.156766, 39.156625, 39.1523, 39.152488, 39.156424, 39.157451)))"
390610272002,Block Group 2; Census Tract 272; Hamilton County; Ohio,1007,328,526,0,118,32.6,18448,173,179,87,192,96,90,146,44,0,"list(list(c(-84.563038, -84.562675, -84.561496, -84.553366, -84.54428, -84.545537, -84.543775, -84.543587, -84.545262, -84.547825, -84.553316, -84.553383, -84.55908, -84.562208, -84.561785, -84.564085, -84.563038, 39.129351, 39.131475, 39.130556, 39.129271, 39.1286, 39.125912, 39.124463, 39.122579, 39.124357, 39.12519, 39.125037, 39.124287, 39.12468, 39.125454, 39.125911, 39.127147, 39.129351)))"
390610207421,Block Group 1; Census Tract 207.42; Hamilton County; Ohio,566,356,199,11,0,41.3,74219,76,83,60,46,92,92,61,44,12,"list(list(c(-84.580203, -84.580274, -84.576573, -84.573653, -84.573066, -84.573276, -84.575054, -84.57704, -84.577089, -84.577894, -84.580969, -84.580203, 39.255428, 39.256579, 39.25727, 39.257809, 39.255748, 39.252941, 39.253032, 39.252469, 39.25245, 39.252288, 39.252421, 39.255428)))"
390610254022,Block Group 2; Census Tract 254.02; Hamilton County; Ohio,1146,936,184,0,21,30.7,108611,160,77,309,260,62,100,151,27,0,"list(list(c(-84.458495, -84.456037, -84.45352, -84.453386, -84.451132, -84.450747, -84.445956, -84.443306, -84.439804, -84.439458, -84.439435, -84.441274, -84.442181, -84.442841, -84.444985, -84.446659, -84.449804, -84.448442, -84.454419, -84.45488, -84.455324, -84.455639, -84.458497, -84.458495, 39.146552, 39.147296, 39.147956, 39.14923, 39.149086, 39.152756, 39.152488, 39.1523, 39.156625, 39.156457, 39.156445, 39.154621, 39.152212, 39.144847, 39.14499, 39.145107, 39.145236, 39.148171, 39.145976, 
39.145621, 39.145752, 39.146035, 39.146418, 39.146552)))"
390610205023,Block Group 3; Census Tract 205.02; Hamilton County; Ohio,1410,1382,0,19,9,48.7,202521,166,79,155,119,264,386,141,90,10,"list(list(c(-84.663039, -84.65777, -84.65377, -84.652476, -84.653161, -84.651515, -84.652467, -84.649048, -84.645487, -84.640461, -84.637946, -84.635605, -84.63499, -84.634181, -84.632518, -84.63336, -84.633915, -84.634907, -84.634641, -84.635389, -84.626971, -84.624747, -84.624356, -84.624125, -84.627902, -84.632838, -84.635894, -84.638211, -84.641861, -84.644004, -84.646967, -84.649191, -84.652678, -84.65525, -84.658974, -84.660672, -84.663039, 39.260454, 39.262075, 39.26472, 39.266435, 39.267379, 
39.271608, 39.274349, 39.275857, 39.274615, 39.271311, 39.268706, 39.267686, 39.266226, 39.262958, 39.260658, 39.259631, 39.255646, 39.252473, 39.250796, 39.248302, 39.243076, 39.239649, 39.239224, 39.238993, 39.235034, 39.235231, 39.234789, 39.235277, 39.238269, 39.239689, 39.240717, 39.242459, 39.247139, 39.248813, 39.250721, 39.253175, 39.260454)))"
390610207015,Block Group 5; Census Tract 207.01; Hamilton County; Ohio,2607,2075,493,0,0,44.5,93859,146,368,591,187,200,541,234,136,204,"list(list(c(-84.629636, -84.626305, -84.623058, -84.619558, -84.618804, -84.615232, -84.613512, -84.613529, -84.604977, -84.595295, -84.591667, -84.58812, -84.599887, -84.608033, -84.60817, -84.609289, -84.612234, -84.616205, -84.618456, -84.619273, -84.620202, -84.624973, -84.631127, -84.629636, 39.230718, 39.234537, 39.238134, 39.239201, 39.239362, 39.239799, 39.23754, 39.236477, 39.235567, 39.235105, 39.234951, 39.225563, 39.227017, 39.22719, 39.225016, 39.221215, 39.223764, 39.224401, 39.225934, 
39.226775, 39.228049, 39.228523, 39.229779, 39.230718)))"
390610249032,Block Group 2; Census Tract 249.03; Hamilton County; Ohio,1174,1122,9,0,10,41,141691,224,180,48,118,213,96,104,166,25,"list(list(c(-84.372224, -84.364968, -84.365168, -84.366022, -84.362545, -84.360614, -84.356827, -84.353732, -84.350176, -84.345125, -84.347395, -84.352351, -84.357836, -84.360525, -84.367855, -84.368928, -84.369554, -84.372224, 39.103332, 39.10834, 39.109649, 39.110371, 39.110202, 39.109076, 39.108339, 39.105161, 39.104142, 39.09933, 39.0985, 39.098136, 39.096851, 39.097333, 39.095985, 39.097518, 39.100925, 39.103332)))"
390610251013,Block Group 3; Census Tract 251.01; Hamilton County; Ohio,1114,1088,0,0,0,37.7,142679,180,273,41,92,116,135,199,66,12,"list(list(c(-84.335276, -84.333984, -84.333287, -84.327561, -84.319755, -84.318599, -84.31838, -84.318406, -84.319548, -84.320559, -84.320888, -84.322023, -84.330382, -84.329722, -84.328512, -84.326408, -84.326544, -84.324471, -84.328748, -84.333036, -84.336111, -84.335276, 39.101633, 39.103609, 39.107313, 39.106528, 39.109683, 39.111631, 39.111207, 39.107602, 39.103754, 39.10181, 39.096487, 39.087986, 39.088512, 39.09304, 39.094886, 39.096228, 39.098415, 39.101258, 39.101209, 39.100137, 39.100435, 
39.101633)))"
390610065023,Block Group 3; Census Tract 65.02; Hamilton County; Ohio,1188,718,335,32,96,35.5,103750,214,72,203,129,150,32,217,124,47,"list(list(c(-84.489302, -84.48383, -84.48327, -84.483213, -84.478605, -84.478897, -84.478987, -84.479322, -84.480732, -84.479889, -84.483185, -84.484142, -84.483657, -84.481849, -84.484527, -84.486289, -84.488416, -84.489368, -84.489302, 39.163645, 39.163019, 39.168326, 39.168844, 39.168344, 39.165798, 39.164774, 39.161656, 39.157575, 39.156417, 39.153641, 39.154216, 39.155277, 39.157549, 39.160166, 39.159636, 39.160788, 39.162998, 39.163645)))"
390610265003,Block Group 3; Census Tract 265; Hamilton County; Ohio,1498,814,451,105,8,32.5,67150,85,0,489,569,64,89,185,17,0,"list(list(c(-84.523489, -84.519712, -84.518131, -84.516202, -84.509747, -84.506466, -84.506177, -84.507832, -84.507506, -84.522283, -84.522438, -84.523489, 39.101626, 39.101608, 39.101826, 39.100715, 39.101589, 39.102151, 39.100973, 39.100666, 39.099412, 39.097214, 39.099332, 39.101626)))"
